,X,Y,Z,C,LINE,L,R
2764,-1000.0,858.5858585858584,-86.20689655172414,3234.9715730645994,L_00,1,0
2765,-1000.0,858.5858585858584,-82.75862068965517,2962.106325294003,L_00,1,0
2766,-1000.0,858.5858585858584,-79.3103448275862,2899.47110699342,L_00,1,0
2767,-1000.0,858.5858585858584,-75.86206896551724,3245.210060517826,L_00,1,0
2768,-1000.0,858.5858585858584,-72.41379310344828,2579.956842438048,L_00,1,0
2769,-1000.0,858.5858585858584,-68.96551724137932,2644.864857912027,L_00,1,0
2770,-1000.0,858.5858585858584,-65.51724137931035,2265.40309299212,L_00,1,0
2771,-1000.0,858.5858585858584,-62.06896551724138,2476.337286237275,L_00,1,0
2772,-1000.0,858.5858585858584,-58.62068965517241,2258.476917899882,L_00,1,0
2773,-1000.0,858.5858585858584,-55.17241379310345,1829.5849382938768,L_00,1,0
2774,-1000.0,858.5858585858584,-51.724137931034484,2036.3892713675166,L_00,1,0
2775,-1000.0,858.5858585858584,-48.27586206896552,2181.7147355911743,L_00,1,0
2776,-1000.0,858.5858585858584,-44.827586206896555,2192.221421948633,L_00,1,0
2777,-1000.0,858.5858585858584,-41.37931034482759,1421.3266998371644,L_00,1,0
2778,-1000.0,858.5858585858584,-37.931034482758626,372.11730095070675,L_00,0,0
2779,-1000.0,858.5858585858584,-34.482758620689665,-26.704378698303344,L_00,0,0
2780,-1000.0,858.5858585858584,-31.034482758620697,296.4167946513644,L_00,0,0
2781,-1000.0,858.5858585858584,-27.58620689655173,390.2503963085775,L_00,0,0
2782,-1000.0,858.5858585858584,-24.13793103448276,469.33527073444964,L_00,0,0
2783,-1000.0,858.5858585858584,-20.689655172413794,681.6980696005213,L_00,0,0
2784,-1000.0,858.5858585858584,-17.241379310344826,460.4440079242374,L_00,0,0
2785,-1000.0,858.5858585858584,-13.793103448275872,421.2956218625504,L_00,0,0
2786,-1000.0,858.5858585858584,-10.344827586206904,252.4627785941501,L_00,0,0
2787,-1000.0,858.5858585858584,-6.896551724137936,382.11390428231505,L_00,0,0
2788,-1000.0,858.5858585858584,-3.448275862068968,605.0444284115587,L_00,0,0
2789,-1000.0,858.5858585858584,0.0,338.50076219833034,L_00,0,0
2790,-1000.0,878.7878787878788,-100.0,3180.1972611798265,L_00,1,0
2791,-1000.0,878.7878787878788,-96.55172413793103,3253.904680215088,L_00,1,0
2792,-1000.0,878.7878787878788,-93.10344827586206,3325.330796385716,L_00,1,0
2793,-1000.0,878.7878787878788,-89.65517241379311,3004.5861078493813,L_00,1,0
2794,-1000.0,878.7878787878788,-86.20689655172414,2896.374640166163,L_00,1,0
2795,-1000.0,878.7878787878788,-82.75862068965517,2720.453272870935,L_00,1,0
2796,-1000.0,878.7878787878788,-79.3103448275862,2499.603186551334,L_00,1,0
2797,-1000.0,878.7878787878788,-75.86206896551724,2469.66892242223,L_00,1,0
2798,-1000.0,878.7878787878788,-72.41379310344828,2249.6338785443836,L_00,1,0
2799,-1000.0,878.7878787878788,-68.96551724137932,2265.545094983303,L_00,1,0
2800,-1000.0,878.7878787878788,-65.51724137931035,2734.5396506934926,L_00,1,0
2801,-1000.0,878.7878787878788,-62.06896551724138,2563.816302604416,L_00,1,0
2802,-1000.0,878.7878787878788,-58.62068965517241,2256.526861198893,L_00,1,0
2803,-1000.0,878.7878787878788,-55.17241379310345,1835.0720572850166,L_00,1,0
2804,-1000.0,878.7878787878788,-51.724137931034484,2184.043421703503,L_00,1,0
2805,-1000.0,878.7878787878788,-48.27586206896552,1587.4180287534386,L_00,1,0
2806,-1000.0,878.7878787878788,-44.827586206896555,1920.44347777232,L_00,1,0
2807,-1000.0,878.7878787878788,-41.37931034482759,1444.751417948551,L_00,1,0
2808,-1000.0,878.7878787878788,-37.931034482758626,1186.2413888229198,L_00,1,0
2809,-1000.0,878.7878787878788,-34.482758620689665,194.573228942585,L_00,0,0
2810,-1000.0,878.7878787878788,-31.034482758620697,524.8598462563741,L_00,0,0
2811,-1000.0,878.7878787878788,-27.58620689655173,403.4000424137725,L_00,0,0
2812,-1000.0,878.7878787878788,-24.13793103448276,-172.55829642821334,L_00,0,0
2813,-1000.0,878.7878787878788,-20.689655172413794,405.7885072663782,L_00,0,0
2814,-1000.0,878.7878787878788,-17.241379310344826,235.50304623035677,L_00,0,0
2815,-1000.0,878.7878787878788,-13.793103448275872,229.40242257160887,L_00,0,0
2816,-1000.0,878.7878787878788,-10.344827586206904,60.917208075665144,L_00,0,0
2817,-1000.0,878.7878787878788,-6.896551724137936,141.6901896264535,L_00,0,0
2818,-1000.0,878.7878787878788,-3.448275862068968,604.5490215194053,L_00,0,0
2819,-1000.0,878.7878787878788,0.0,285.7676302298739,L_00,0,0
2820,-1000.0,898.9898989898988,-100.0,3316.446155479036,L_00,1,0
2821,-1000.0,898.9898989898988,-96.55172413793103,2909.3203897373214,L_00,1,0
2822,-1000.0,898.9898989898988,-93.10344827586206,2962.289821215495,L_00,1,0
2823,-1000.0,898.9898989898988,-89.65517241379311,3272.8267505096833,L_00,1,0
2824,-1000.0,898.9898989898988,-86.20689655172414,2608.1048933224124,L_00,1,0
2825,-1000.0,898.9898989898988,-82.75862068965517,2689.926317023594,L_00,1,0
2826,-1000.0,898.9898989898988,-79.3103448275862,3153.3881710655855,L_00,1,0
2827,-1000.0,898.9898989898988,-75.86206896551724,2573.772047352986,L_00,1,0
2828,-1000.0,898.9898989898988,-72.41379310344828,2467.226953744618,L_00,1,0
2829,-1000.0,898.9898989898988,-68.96551724137932,2505.0270517234753,L_00,1,0
2830,-1000.0,898.9898989898988,-65.51724137931035,2334.1908626700724,L_00,1,0
2831,-1000.0,898.9898989898988,-62.06896551724138,2251.431233128718,L_00,1,0
2832,-1000.0,898.9898989898988,-58.62068965517241,1960.4584980557659,L_00,1,0
2833,-1000.0,898.9898989898988,-55.17241379310345,2041.3882779565502,L_00,1,0
2834,-1000.0,898.9898989898988,-51.724137931034484,2086.6370722424604,L_00,1,0
2835,-1000.0,898.9898989898988,-48.27586206896552,1747.250912200047,L_00,1,0
2836,-1000.0,898.9898989898988,-44.827586206896555,1536.528850190694,L_00,1,0
2837,-1000.0,898.9898989898988,-41.37931034482759,1629.2255707367776,L_00,1,0
2838,-1000.0,898.9898989898988,-37.931034482758626,1613.3606080089094,L_00,1,0
2839,-1000.0,898.9898989898988,-34.482758620689665,188.42356059741564,L_00,0,0
2840,-1000.0,898.9898989898988,-31.034482758620697,488.9529166882817,L_00,0,0
2841,-1000.0,898.9898989898988,-27.58620689655173,511.2194019864988,L_00,0,0
2842,-1000.0,898.9898989898988,-24.13793103448276,409.5167492870547,L_00,0,0
2843,-1000.0,898.9898989898988,-20.689655172413794,93.78917689478908,L_00,0,0
2844,-1000.0,898.9898989898988,-17.241379310344826,390.12506273196306,L_00,0,0
2845,-1000.0,898.9898989898988,-13.793103448275872,206.8997341431008,L_00,0,0
2846,-1000.0,898.9898989898988,-10.344827586206904,913.9173725406077,L_00,0,0
2847,-1000.0,898.9898989898988,-6.896551724137936,474.93833213235723,L_00,0,0
2848,-1000.0,898.9898989898988,-3.448275862068968,400.0405246358081,L_00,0,0
2849,-1000.0,898.9898989898988,0.0,785.0169464132705,L_00,0,0
2850,-1000.0,919.1919191919192,-100.0,3519.457793754752,L_00,1,0
2851,-1000.0,919.1919191919192,-96.55172413793103,3155.324628376751,L_00,1,0
2852,-1000.0,919.1919191919192,-93.10344827586206,3383.3597142705175,L_00,1,0
2853,-1000.0,919.1919191919192,-89.65517241379311,3037.4939386092938,L_00,1,0
2854,-1000.0,919.1919191919192,-86.20689655172414,3150.567512670021,L_00,1,0
2855,-1000.0,919.1919191919192,-82.75862068965517,2962.042452425614,L_00,1,0
2856,-1000.0,919.1919191919192,-79.3103448275862,2443.1267793027428,L_00,1,0
2857,-1000.0,919.1919191919192,-75.86206896551724,2321.1581750039877,L_00,1,0
2858,-1000.0,919.1919191919192,-72.41379310344828,2612.6390981536533,L_00,1,0
2859,-1000.0,919.1919191919192,-68.96551724137932,2675.23806281747,L_00,1,0
2860,-1000.0,919.1919191919192,-65.51724137931035,2629.833421508082,L_00,1,0
2861,-1000.0,919.1919191919192,-62.06896551724138,2267.146766285388,L_00,1,0
2862,-1000.0,919.1919191919192,-58.62068965517241,2083.0039566516457,L_00,1,0
2863,-1000.0,919.1919191919192,-55.17241379310345,1943.1679014280828,L_00,1,0
2864,-1000.0,919.1919191919192,-51.724137931034484,2346.28492328174,L_00,1,0
2865,-1000.0,919.1919191919192,-48.27586206896552,1926.5360192108978,L_00,1,0
2866,-1000.0,919.1919191919192,-44.827586206896555,1790.4299705345613,L_00,1,0
2867,-1000.0,919.1919191919192,-41.37931034482759,1434.1650239776145,L_00,1,0
2868,-1000.0,919.1919191919192,-37.931034482758626,1546.8160854841071,L_00,1,0
2869,-1000.0,919.1919191919192,-34.482758620689665,1421.2116890061425,L_00,1,0
2870,-1000.0,919.1919191919192,-31.034482758620697,313.51544346220936,L_00,0,0
2871,-1000.0,919.1919191919192,-27.58620689655173,426.81924771701796,L_00,0,0
2872,-1000.0,919.1919191919192,-24.13793103448276,374.57081302299224,L_00,0,0
2873,-1000.0,919.1919191919192,-20.689655172413794,381.1500588838502,L_00,0,0
2874,-1000.0,919.1919191919192,-17.241379310344826,368.95641241174064,L_00,0,0
2875,-1000.0,919.1919191919192,-13.793103448275872,73.55050436784165,L_00,0,0
2876,-1000.0,919.1919191919192,-10.344827586206904,485.66155372319207,L_00,0,0
2877,-1000.0,919.1919191919192,-6.896551724137936,510.0176953620645,L_00,0,0
2878,-1000.0,919.1919191919192,-3.448275862068968,553.5955442954578,L_00,0,0
2879,-1000.0,919.1919191919192,0.0,456.4564545085486,L_00,0,0
2880,-1000.0,939.3939393939393,-100.0,3249.3020832657676,L_00,1,0
2881,-1000.0,939.3939393939393,-96.55172413793103,3600.5807795216233,L_00,1,0
2882,-1000.0,939.3939393939393,-93.10344827586206,2761.5312717629645,L_00,1,0
2883,-1000.0,939.3939393939393,-89.65517241379311,3343.4715707959767,L_00,1,0
2884,-1000.0,939.3939393939393,-86.20689655172414,3080.162424382707,L_00,1,0
2885,-1000.0,939.3939393939393,-82.75862068965517,2866.5616667288623,L_00,1,0
2886,-1000.0,939.3939393939393,-79.3103448275862,2340.847739960423,L_00,1,0
2887,-1000.0,939.3939393939393,-75.86206896551724,2851.0478315089613,L_00,1,0
2888,-1000.0,939.3939393939393,-72.41379310344828,2241.410606869916,L_00,1,0
2889,-1000.0,939.3939393939393,-68.96551724137932,2889.3375816766425,L_00,1,0
2890,-1000.0,939.3939393939393,-65.51724137931035,2894.4438730337756,L_00,1,0
2891,-1000.0,939.3939393939393,-62.06896551724138,2057.5161936202317,L_00,1,0
2892,-1000.0,939.3939393939393,-58.62068965517241,2095.17449260055,L_00,1,0
2893,-1000.0,939.3939393939393,-55.17241379310345,1863.7634471423137,L_00,1,0
2894,-1000.0,939.3939393939393,-51.724137931034484,1879.18130124566,L_00,1,0
2895,-1000.0,939.3939393939393,-48.27586206896552,1827.014389849352,L_00,1,0
2896,-1000.0,939.3939393939393,-44.827586206896555,1782.2829409274977,L_00,1,0
2897,-1000.0,939.3939393939393,-41.37931034482759,1735.2193540728958,L_00,1,0
2898,-1000.0,939.3939393939393,-37.931034482758626,1377.0268169071248,L_00,1,0
2899,-1000.0,939.3939393939393,-34.482758620689665,1955.0507868918985,L_00,1,0
2900,-1000.0,939.3939393939393,-31.034482758620697,528.1277367525715,L_00,0,0
2901,-1000.0,939.3939393939393,-27.58620689655173,789.4184629657129,L_00,0,0
2902,-1000.0,939.3939393939393,-24.13793103448276,731.5829616312978,L_00,0,0
2903,-1000.0,939.3939393939393,-20.689655172413794,605.6570314629713,L_00,0,0
2904,-1000.0,939.3939393939393,-17.241379310344826,454.43333487174453,L_00,0,0
2905,-1000.0,939.3939393939393,-13.793103448275872,617.9364579585206,L_00,0,0
2906,-1000.0,939.3939393939393,-10.344827586206904,429.1736920983269,L_00,0,0
2907,-1000.0,939.3939393939393,-6.896551724137936,753.1342792837235,L_00,0,0
2908,-1000.0,939.3939393939393,-3.448275862068968,662.7967448687198,L_00,0,0
2909,-1000.0,939.3939393939393,0.0,341.4407616143584,L_00,0,0
2910,-1000.0,959.5959595959594,-100.0,3282.168437956229,L_00,1,0
2911,-1000.0,959.5959595959594,-96.55172413793103,3456.9331847426934,L_00,1,0
2912,-1000.0,959.5959595959594,-93.10344827586206,3156.707523485968,L_00,1,0
2913,-1000.0,959.5959595959594,-89.65517241379311,3331.626702545565,L_00,1,0
2914,-1000.0,959.5959595959594,-86.20689655172414,2680.8390022017784,L_00,1,0
2915,-1000.0,959.5959595959594,-82.75862068965517,2653.196919885301,L_00,1,0
2916,-1000.0,959.5959595959594,-79.3103448275862,2975.3834052671496,L_00,1,0
2917,-1000.0,959.5959595959594,-75.86206896551724,2422.1676055236967,L_00,1,0
2918,-1000.0,959.5959595959594,-72.41379310344828,2426.164959144537,L_00,1,0
2919,-1000.0,959.5959595959594,-68.96551724137932,2485.9612191453393,L_00,1,0
2920,-1000.0,959.5959595959594,-65.51724137931035,2504.8360612711335,L_00,1,0
2921,-1000.0,959.5959595959594,-62.06896551724138,2141.2713758005348,L_00,1,0
2922,-1000.0,959.5959595959594,-58.62068965517241,2353.209699702318,L_00,1,0
2923,-1000.0,959.5959595959594,-55.17241379310345,1868.5167834587407,L_00,1,0
2924,-1000.0,959.5959595959594,-51.724137931034484,1613.8208400903236,L_00,1,0
2925,-1000.0,959.5959595959594,-48.27586206896552,2087.022659540909,L_00,1,0
2926,-1000.0,959.5959595959594,-44.827586206896555,1785.7784649069476,L_00,1,0
2927,-1000.0,959.5959595959594,-41.37931034482759,1551.373007733111,L_00,1,0
2928,-1000.0,959.5959595959594,-37.931034482758626,1355.9454838841843,L_00,1,0
2929,-1000.0,959.5959595959594,-34.482758620689665,1033.4567924036635,L_00,1,0
2930,-1000.0,959.5959595959594,-31.034482758620697,1418.34731106415,L_00,1,0
2931,-1000.0,959.5959595959594,-27.58620689655173,363.26888826604716,L_00,0,0
2932,-1000.0,959.5959595959594,-24.13793103448276,-0.5559056492352283,L_00,0,0
2933,-1000.0,959.5959595959594,-20.689655172413794,734.651705699719,L_00,0,0
2934,-1000.0,959.5959595959594,-17.241379310344826,406.28291118357976,L_00,0,0
2935,-1000.0,959.5959595959594,-13.793103448275872,321.66231610568923,L_00,0,0
2936,-1000.0,959.5959595959594,-10.344827586206904,587.0729876478114,L_00,0,0
2937,-1000.0,959.5959595959594,-6.896551724137936,387.676155367623,L_00,0,0
2938,-1000.0,959.5959595959594,-3.448275862068968,585.8149922911786,L_00,0,0
2939,-1000.0,959.5959595959594,0.0,480.4047859324377,L_00,0,0
2940,-1000.0,979.7979797979797,-100.0,3756.123271387696,L_00,1,0
2941,-1000.0,979.7979797979797,-96.55172413793103,3495.7991138073417,L_00,1,0
2942,-1000.0,979.7979797979797,-93.10344827586206,2851.4969572725536,L_00,1,0
2943,-1000.0,979.7979797979797,-89.65517241379311,3474.1216550079916,L_00,1,0
2944,-1000.0,979.7979797979797,-86.20689655172414,2667.792588229354,L_00,1,0
2945,-1000.0,979.7979797979797,-82.75862068965517,2917.918845437833,L_00,1,0
2946,-1000.0,979.7979797979797,-79.3103448275862,2899.0250906921783,L_00,1,0
2947,-1000.0,979.7979797979797,-75.86206896551724,3011.6071357441633,L_00,1,0
2948,-1000.0,979.7979797979797,-72.41379310344828,2661.1325614066955,L_00,1,0
2949,-1000.0,979.7979797979797,-68.96551724137932,2288.723367402482,L_00,1,0
2950,-1000.0,979.7979797979797,-65.51724137931035,2453.369321093864,L_00,1,0
2951,-1000.0,979.7979797979797,-62.06896551724138,2256.899477504347,L_00,1,0
2952,-1000.0,979.7979797979797,-58.62068965517241,2100.567813476299,L_00,1,0
2953,-1000.0,979.7979797979797,-55.17241379310345,2099.5776635901716,L_00,1,0
2954,-1000.0,979.7979797979797,-51.724137931034484,2128.0461899576126,L_00,1,0
2955,-1000.0,979.7979797979797,-48.27586206896552,1889.4077073929186,L_00,1,0
2956,-1000.0,979.7979797979797,-44.827586206896555,1440.8999135079512,L_00,1,0
2957,-1000.0,979.7979797979797,-41.37931034482759,1699.2267792190908,L_00,1,0
2958,-1000.0,979.7979797979797,-37.931034482758626,1469.568348398533,L_00,1,0
2959,-1000.0,979.7979797979797,-34.482758620689665,1561.0882052938691,L_00,1,0
2960,-1000.0,979.7979797979797,-31.034482758620697,1473.5078335435674,L_00,1,0
2961,-1000.0,979.7979797979797,-27.58620689655173,745.5813911271123,L_00,0,0
2962,-1000.0,979.7979797979797,-24.13793103448276,298.1379721939057,L_00,0,0
2963,-1000.0,979.7979797979797,-20.689655172413794,372.96312105332584,L_00,0,0
2964,-1000.0,979.7979797979797,-17.241379310344826,536.4161156363054,L_00,0,0
2965,-1000.0,979.7979797979797,-13.793103448275872,137.98418659408213,L_00,0,0
2966,-1000.0,979.7979797979797,-10.344827586206904,586.4701001266617,L_00,0,0
2967,-1000.0,979.7979797979797,-6.896551724137936,413.0129989690187,L_00,0,0
2968,-1000.0,979.7979797979797,-3.448275862068968,195.27494669636187,L_00,0,0
2969,-1000.0,979.7979797979797,0.0,353.1415309256278,L_00,0,0
2970,-1000.0,1000.0,-100.0,3288.770508016475,L_00,1,0
2971,-1000.0,1000.0,-96.55172413793103,2998.17378537373,L_00,1,0
2972,-1000.0,1000.0,-93.10344827586206,3030.011908269591,L_00,1,0
2973,-1000.0,1000.0,-89.65517241379311,3400.0398131134125,L_00,1,0
2974,-1000.0,1000.0,-86.20689655172414,3203.1543572166856,L_00,1,0
2975,-1000.0,1000.0,-82.75862068965517,3049.5399317841116,L_00,1,0
2976,-1000.0,1000.0,-79.3103448275862,2503.815295383189,L_00,1,0
2977,-1000.0,1000.0,-75.86206896551724,2711.7175177613613,L_00,1,0
2978,-1000.0,1000.0,-72.41379310344828,2409.4562073475654,L_00,1,0
2979,-1000.0,1000.0,-68.96551724137932,2661.6751212808704,L_00,1,0
2980,-1000.0,1000.0,-65.51724137931035,2411.0171215911396,L_00,1,0
2981,-1000.0,1000.0,-62.06896551724138,2024.1901900399541,L_00,1,0
2982,-1000.0,1000.0,-58.62068965517241,2146.196657230037,L_00,1,0
2983,-1000.0,1000.0,-55.17241379310345,1907.600517503636,L_00,1,0
2984,-1000.0,1000.0,-51.724137931034484,2001.1029895361637,L_00,1,0
2985,-1000.0,1000.0,-48.27586206896552,1856.615873776085,L_00,1,0
2986,-1000.0,1000.0,-44.827586206896555,1652.9264106240648,L_00,1,0
2987,-1000.0,1000.0,-41.37931034482759,2128.5193739226147,L_00,1,0
2988,-1000.0,1000.0,-37.931034482758626,1657.288256715444,L_00,1,0
2989,-1000.0,1000.0,-34.482758620689665,1413.4407131216954,L_00,1,0
2990,-1000.0,1000.0,-31.034482758620697,1226.2329085032602,L_00,1,0
2991,-1000.0,1000.0,-27.58620689655173,515.0507275831033,L_00,0,0
2992,-1000.0,1000.0,-24.13793103448276,551.2057277716541,L_00,0,0
2993,-1000.0,1000.0,-20.689655172413794,130.08026971728503,L_00,0,0
2994,-1000.0,1000.0,-17.241379310344826,227.42072101700856,L_00,0,0
2995,-1000.0,1000.0,-13.793103448275872,546.4403662006009,L_00,0,0
2996,-1000.0,1000.0,-10.344827586206904,479.6965418101795,L_00,0,0
2997,-1000.0,1000.0,-6.896551724137936,340.46012565492276,L_00,0,0
2998,-1000.0,1000.0,-3.448275862068968,635.1888874327055,L_00,0,0
2999,-1000.0,1000.0,0.0,216.68501017752249,L_00,0,0
3000,-777.7777777777778,-1000.0,-100.0,3145.8542026157006,L_01,1,1
3001,-777.7777777777778,-1000.0,-96.55172413793103,3229.803245497467,L_01,1,1
3002,-777.7777777777778,-1000.0,-93.10344827586206,3184.40202941938,L_01,1,1
3003,-777.7777777777778,-1000.0,-89.65517241379311,3722.998466932056,L_01,1,1
3004,-777.7777777777778,-1000.0,-86.20689655172414,2959.62617256024,L_01,1,1
3005,-777.7777777777778,-1000.0,-82.75862068965517,3159.1225304347463,L_01,1,1
3006,-777.7777777777778,-1000.0,-79.3103448275862,2645.4812121822993,L_01,1,1
3007,-777.7777777777778,-1000.0,-75.86206896551724,2940.766305431953,L_01,1,1
3008,-777.7777777777778,-1000.0,-72.41379310344828,2410.0347438922167,L_01,1,1
3009,-777.7777777777778,-1000.0,-68.96551724137932,2411.3551345554088,L_01,1,1
3010,-777.7777777777778,-1000.0,-65.51724137931035,2400.9537146836183,L_01,1,1
3011,-777.7777777777778,-1000.0,-62.06896551724138,2327.368722334962,L_01,1,1
3012,-777.7777777777778,-1000.0,-58.62068965517241,1859.6398541481335,L_01,1,1
3013,-777.7777777777778,-1000.0,-55.17241379310345,1875.984191299966,L_01,1,1
3014,-777.7777777777778,-1000.0,-51.724137931034484,2149.6313866061446,L_01,1,1
3015,-777.7777777777778,-1000.0,-48.27586206896552,2021.938375433644,L_01,1,1
3016,-777.7777777777778,-1000.0,-44.827586206896555,435.83816864160923,L_01,0,1
3017,-777.7777777777778,-1000.0,-41.37931034482759,511.0542570753723,L_01,0,1
3018,-777.7777777777778,-1000.0,-37.931034482758626,406.41835816793446,L_01,0,1
3019,-777.7777777777778,-1000.0,-34.482758620689665,486.12923113532366,L_01,0,1
3020,-777.7777777777778,-1000.0,-31.034482758620697,1002.4924697187189,L_01,0,1
3021,-777.7777777777778,-1000.0,-27.58620689655173,167.98678348139293,L_01,0,1
3022,-777.7777777777778,-1000.0,-24.13793103448276,116.61893951330819,L_01,0,1
3023,-777.7777777777778,-1000.0,-20.689655172413794,197.66030886417732,L_01,0,1
3024,-777.7777777777778,-1000.0,-17.241379310344826,416.16985195956875,L_01,0,1
3025,-777.7777777777778,-1000.0,-13.793103448275872,-197.21309448308398,L_01,0,1
3026,-777.7777777777778,-1000.0,-10.344827586206904,404.8704334606039,L_01,0,1
3027,-777.7777777777778,-1000.0,-6.896551724137936,596.9234867709047,L_01,0,1
3028,-777.7777777777778,-1000.0,-3.448275862068968,731.6725457645865,L_01,0,1
3029,-777.7777777777778,-1000.0,0.0,460.65076183625644,L_01,0,1
3030,-777.7777777777778,-979.7979797979798,-100.0,3712.476312565183,L_01,1,1
3031,-777.7777777777778,-979.7979797979798,-96.55172413793103,3698.1024459032815,L_01,1,1
3032,-777.7777777777778,-979.7979797979798,-93.10344827586206,3180.4935879947398,L_01,1,1
3033,-777.7777777777778,-979.7979797979798,-89.65517241379311,3116.7467529567175,L_01,1,1
3034,-777.7777777777778,-979.7979797979798,-86.20689655172414,2998.7846489870785,L_01,1,1
3035,-777.7777777777778,-979.7979797979798,-82.75862068965517,3188.37806380713,L_01,1,1
3036,-777.7777777777778,-979.7979797979798,-79.3103448275862,2689.7643106121095,L_01,1,1
3037,-777.7777777777778,-979.7979797979798,-75.86206896551724,2895.096769798589,L_01,1,1
3038,-777.7777777777778,-979.7979797979798,-72.41379310344828,2626.8450475766413,L_01,1,1
3039,-777.7777777777778,-979.7979797979798,-68.96551724137932,2678.9686513468537,L_01,1,1
3040,-777.7777777777778,-979.7979797979798,-65.51724137931035,2159.087086413124,L_01,1,1
3041,-777.7777777777778,-979.7979797979798,-62.06896551724138,2365.718417361083,L_01,1,1
3042,-777.7777777777778,-979.7979797979798,-58.62068965517241,1784.9886748679953,L_01,1,1
3043,-777.7777777777778,-979.7979797979798,-55.17241379310345,1971.4478283379985,L_01,1,1
3044,-777.7777777777778,-979.7979797979798,-51.724137931034484,1904.3628047911832,L_01,1,1
3045,-777.7777777777778,-979.7979797979798,-48.27586206896552,158.34546055738446,L_01,0,1
3046,-777.7777777777778,-979.7979797979798,-44.827586206896555,439.7839488405782,L_01,0,1
3047,-777.7777777777778,-979.7979797979798,-41.37931034482759,260.15003568299676,L_01,0,1
3048,-777.7777777777778,-979.7979797979798,-37.931034482758626,296.4358590680058,L_01,0,1
3049,-777.7777777777778,-979.7979797979798,-34.482758620689665,566.9496138481702,L_01,0,1
3050,-777.7777777777778,-979.7979797979798,-31.034482758620697,17.684146669246275,L_01,0,1
3051,-777.7777777777778,-979.7979797979798,-27.58620689655173,456.01240539787847,L_01,0,1
3052,-777.7777777777778,-979.7979797979798,-24.13793103448276,401.60062098263637,L_01,0,1
3053,-777.7777777777778,-979.7979797979798,-20.689655172413794,403.7083781959474,L_01,0,1
3054,-777.7777777777778,-979.7979797979798,-17.241379310344826,466.15144310747377,L_01,0,1
3055,-777.7777777777778,-979.7979797979798,-13.793103448275872,347.03312242613725,L_01,0,1
3056,-777.7777777777778,-979.7979797979798,-10.344827586206904,792.6322280969108,L_01,0,1
3057,-777.7777777777778,-979.7979797979798,-6.896551724137936,642.8226074845965,L_01,0,1
3058,-777.7777777777778,-979.7979797979798,-3.448275862068968,407.32444834895256,L_01,0,1
3059,-777.7777777777778,-979.7979797979798,0.0,409.0453953620003,L_01,0,1
3060,-777.7777777777778,-959.5959595959596,-100.0,3404.3938573047817,L_01,1,1
3061,-777.7777777777778,-959.5959595959596,-96.55172413793103,3110.2399707399563,L_01,1,1
3062,-777.7777777777778,-959.5959595959596,-93.10344827586206,3089.555959294857,L_01,1,1
3063,-777.7777777777778,-959.5959595959596,-89.65517241379311,3107.844570436518,L_01,1,1
3064,-777.7777777777778,-959.5959595959596,-86.20689655172414,2888.7363614594724,L_01,1,1
3065,-777.7777777777778,-959.5959595959596,-82.75862068965517,2913.725340061585,L_01,1,1
3066,-777.7777777777778,-959.5959595959596,-79.3103448275862,2657.592741215011,L_01,1,1
3067,-777.7777777777778,-959.5959595959596,-75.86206896551724,2803.986296913495,L_01,1,1
3068,-777.7777777777778,-959.5959595959596,-72.41379310344828,2449.9853365270824,L_01,1,1
3069,-777.7777777777778,-959.5959595959596,-68.96551724137932,2643.7533897112485,L_01,1,1
3070,-777.7777777777778,-959.5959595959596,-65.51724137931035,2320.107764204849,L_01,1,1
3071,-777.7777777777778,-959.5959595959596,-62.06896551724138,2226.56330841852,L_01,1,1
3072,-777.7777777777778,-959.5959595959596,-58.62068965517241,2007.3491891031622,L_01,1,1
3073,-777.7777777777778,-959.5959595959596,-55.17241379310345,2143.7131145230596,L_01,1,1
3074,-777.7777777777778,-959.5959595959596,-51.724137931034484,463.24166667779724,L_01,0,1
3075,-777.7777777777778,-959.5959595959596,-48.27586206896552,271.0432543374991,L_01,0,1
3076,-777.7777777777778,-959.5959595959596,-44.827586206896555,496.8408325404228,L_01,0,1
3077,-777.7777777777778,-959.5959595959596,-41.37931034482759,421.9712403156697,L_01,0,1
3078,-777.7777777777778,-959.5959595959596,-37.931034482758626,404.47501071578046,L_01,0,1
3079,-777.7777777777778,-959.5959595959596,-34.482758620689665,603.701312646531,L_01,0,1
3080,-777.7777777777778,-959.5959595959596,-31.034482758620697,474.76662109513387,L_01,0,1
3081,-777.7777777777778,-959.5959595959596,-27.58620689655173,602.6344280066224,L_01,0,1
3082,-777.7777777777778,-959.5959595959596,-24.13793103448276,617.6790751855369,L_01,0,1
3083,-777.7777777777778,-959.5959595959596,-20.689655172413794,454.1171652394835,L_01,0,1
3084,-777.7777777777778,-959.5959595959596,-17.241379310344826,502.7059289434063,L_01,0,1
3085,-777.7777777777778,-959.5959595959596,-13.793103448275872,354.15132469151655,L_01,0,1
3086,-777.7777777777778,-959.5959595959596,-10.344827586206904,198.88540515377525,L_01,0,1
3087,-777.7777777777778,-959.5959595959596,-6.896551724137936,295.36712955312817,L_01,0,1
3088,-777.7777777777778,-959.5959595959596,-3.448275862068968,520.4165422362316,L_01,0,1
3089,-777.7777777777778,-959.5959595959596,0.0,530.3008346967091,L_01,0,1
3090,-777.7777777777778,-939.3939393939394,-100.0,3257.0644876909278,L_01,1,1
3091,-777.7777777777778,-939.3939393939394,-96.55172413793103,3480.106116761428,L_01,1,1
